age,amount,checking_balance,credit_history,default,dependents,employment_duration,existing_loans_count,gender,housing,job,months_loan_duration,other_credit,percent_of_income,phone,purpose,race,savings_balance,status,years_at_residence,zipcode
55.0,928.0,unknown,critical,yes,2.0,unknown,1.0,M,rent,management,18.0,none,24.0,yes,business,SA,500 - 1000 USD,divorced,2.0,00705
54.0,103.0,unknown,excellent,no,3.0,3 - 5 years,1.0,M,own,management,6.0,bank,17.0,no,other,SA,unknown,single,8.0,00610
42.0,147.0,< 0 USD,no credit,yes,1.0,> 7 years,1.0,M,own,unskilled,51.0,none,9.0,no,furniture,CA,unknown,married,3.0,00631
85.0,3493.0,>= 200 USD,excellent,no,3.0,unknown,3.0,F,other,management,45.0,stores,1.0,yes,car,CA,< 100 USD,married,17.0,00611
80.0,4850.0,unknown,bad,no,1.0,3 - 5 years,2.0,M,rent,management,56.0,bank,19.0,no,business,CA,< 100 USD,married,12.0,00602
83.0,2195.0,unknown,good,no,3.0,unknown,0.0,F,other,management,71.0,bank,19.0,no,business,AA,>1000 USD,married,1.0,00705
64.0,8240.0,unknown,bad,yes,1.0,< 1 year,1.0,M,other,skilled,33.0,stores,24.0,no,furniture,CA,< 100 USD,single,14.0,00610
55.0,4966.0,1 - 200 USD,critical,yes,3.0,> 7 years,2.0,F,rent,unskilled,49.0,none,25.0,no,education,SA,>1000 USD,single,9.0,00631
35.0,9629.0,< 0 USD,bad,no,3.0,unknown,3.0,F,rent,skilled,50.0,bank,20.0,yes,other,CA,500 - 1000 USD,married,12.0,00604
80.0,8727.0,>= 200 USD,good,yes,3.0,< 1 year,2.0,F,own,none,44.0,none,1.0,yes,other,AA,< 100 USD,married,17.0,00602
81.0,8091.0,1 - 200 USD,no credit,yes,3.0,1 - 3 years,3.0,F,own,unskilled,22.0,stores,2.0,yes,other,SA,100 - 500 USD,divorced,22.0,00705
80.0,9497.0,< 0 USD,bad,no,2.0,unknown,3.0,F,rent,none,7.0,none,18.0,no,car,CA,unknown,single,6.0,00610
31.0,5294.0,>= 200 USD,good,no,1.0,3 - 5 years,3.0,M,other,unskilled,57.0,bank,3.0,yes,business,CA,< 100 USD,married,5.0,00604
59.0,11.0,>= 200 USD,bad,yes,3.0,3 - 5 years,1.0,M,other,unskilled,51.0,none,9.0,no,furniture,CA,>1000 USD,divorced,4.0,00603
48.0,3913.0,unknown,no credit,yes,3.0,3 - 5 years,2.0,F,own,management,37.0,bank,13.0,no,business,BA,unknown,divorced,7.0,00631
54.0,632.0,< 0 USD,excellent,no,3.0,unknown,0.0,M,rent,unskilled,20.0,bank,16.0,no,furniture,AA,< 100 USD,married,13.0,00602
20.0,7797.0,>= 200 USD,no credit,no,1.0,> 7 years,1.0,M,own,skilled,28.0,none,6.0,yes,other,BA,>1000 USD,married,18.0,00601
68.0,7231.0,1 - 200 USD,critical,no,3.0,< 1 year,1.0,M,other,management,48.0,none,5.0,no,business,SA,< 100 USD,divorced,22.0,00631
77.0,1272.0,1 - 200 USD,bad,no,2.0,1 - 3 years,3.0,F,own,unskilled,20.0,bank,9.0,yes,other,AA,100 - 500 USD,married,11.0,00611
19.0,5420.0,>= 200 USD,critical,yes,2.0,3 - 5 years,0.0,F,rent,management,44.0,stores,7.0,yes,other,CA,100 - 500 USD,married,11.0,00604
59.0,7181.0,< 0 USD,good,no,3.0,1 - 3 years,3.0,M,own,unskilled,26.0,bank,16.0,yes,furniture,BA,>1000 USD,married,17.0,00601
37.0,5475.0,>= 200 USD,good,yes,2.0,< 1 year,3.0,F,other,none,13.0,stores,20.0,yes,business,CA,< 100 USD,single,2.0,00605
71.0,1067.0,1 - 200 USD,good,yes,2.0,1 - 3 years,2.0,F,other,unskilled,13.0,none,14.0,no,furniture,BA,< 100 USD,divorced,10.0,00601
65.0,6598.0,>= 200 USD,critical,no,2.0,unknown,2.0,M,other,none,47.0,stores,8.0,no,education,CA,100 - 500 USD,married,21.0,00604
18.0,8345.0,>= 200 USD,excellent,no,1.0,> 7 years,3.0,M,other,skilled,35.0,none,19.0,yes,other,SA,100 - 500 USD,divorced,3.0,00604
65.0,5770.0,>= 200 USD,bad,yes,1.0,< 1 year,2.0,M,other,skilled,28.0,bank,12.0,no,education,SA,100 - 500 USD,married,25.0,00610
29.0,3317.0,>= 200 USD,no credit,yes,1.0,3 - 5 years,2.0,M,other,management,26.0,bank,14.0,yes,business,CA,unknown,single,14.0,00601
55.0,1883.0,unknown,bad,no,3.0,1 - 3 years,0.0,F,other,skilled,27.0,bank,8.0,no,education,AA,unknown,married,24.0,00604
83.0,2054.0,unknown,good,yes,1.0,3 - 5 years,1.0,F,other,unskilled,74.0,stores,9.0,no,business,SA,>1000 USD,single,14.0,00705
52.0,1762.0,< 0 USD,critical,yes,3.0,1 - 3 years,0.0,M,own,management,26.0,bank,25.0,no,other,SA,500 - 1000 USD,divorced,22.0,00611
42.0,2174.0,< 0 USD,bad,no,1.0,1 - 3 years,1.0,M,own,none,19.0,none,25.0,yes,education,AA,< 100 USD,single,10.0,00605
64.0,1011.0,< 0 USD,bad,yes,1.0,unknown,3.0,M,rent,skilled,56.0,bank,11.0,no,business,SA,unknown,married,10.0,00601
28.0,8917.0,>= 200 USD,no credit,no,3.0,< 1 year,3.0,F,rent,skilled,65.0,bank,10.0,no,education,AA,>1000 USD,married,3.0,00705
26.0,9516.0,1 - 200 USD,good,no,3.0,< 1 year,1.0,M,rent,unskilled,5.0,bank,18.0,yes,education,CA,100 - 500 USD,married,22.0,00603
84.0,4021.0,1 - 200 USD,good,yes,2.0,3 - 5 years,1.0,F,rent,unskilled,42.0,bank,6.0,yes,other,SA,< 100 USD,divorced,13.0,00705
21.0,1401.0,1 - 200 USD,bad,yes,3.0,1 - 3 years,2.0,F,other,management,29.0,none,17.0,no,business,AA,< 100 USD,single,14.0,00611
65.0,153.0,unknown,excellent,no,1.0,< 1 year,3.0,M,other,skilled,8.0,bank,21.0,yes,other,CA,>1000 USD,divorced,15.0,00604
41.0,6866.0,< 0 USD,bad,yes,2.0,< 1 year,2.0,M,own,unskilled,59.0,none,13.0,yes,business,CA,< 100 USD,married,21.0,00610
67.0,7908.0,unknown,critical,no,1.0,< 1 year,0.0,M,own,unskilled,30.0,stores,21.0,no,other,AA,< 100 USD,married,14.0,00611
80.0,5423.0,< 0 USD,bad,yes,1.0,> 7 years,3.0,F,rent,none,6.0,none,21.0,no,business,AA,unknown,single,12.0,00611
59.0,7278.0,>= 200 USD,bad,no,1.0,1 - 3 years,0.0,M,other,unskilled,53.0,stores,5.0,yes,education,BA,unknown,married,8.0,00602
43.0,174.0,>= 200 USD,excellent,no,3.0,< 1 year,2.0,M,rent,none,67.0,bank,22.0,yes,other,SA,500 - 1000 USD,divorced,17.0,00610
25.0,4863.0,< 0 USD,bad,yes,3.0,1 - 3 years,2.0,M,rent,none,63.0,stores,7.0,yes,car,AA,500 - 1000 USD,divorced,7.0,00603
75.0,8807.0,1 - 200 USD,bad,no,2.0,> 7 years,2.0,M,own,skilled,47.0,stores,19.0,no,car,SA,500 - 1000 USD,married,3.0,00705
24.0,5847.0,< 0 USD,excellent,no,1.0,> 7 years,3.0,M,other,skilled,23.0,stores,20.0,no,business,CA,unknown,divorced,13.0,00631
67.0,2273.0,< 0 USD,critical,no,2.0,unknown,3.0,M,other,unskilled,14.0,none,23.0,yes,other,AA,500 - 1000 USD,divorced,22.0,00611
64.0,5811.0,< 0 USD,no credit,no,3.0,unknown,0.0,F,rent,none,5.0,stores,8.0,no,business,AA,unknown,single,2.0,00612
77.0,9913.0,1 - 200 USD,bad,yes,3.0,1 - 3 years,3.0,M,own,management,73.0,bank,2.0,yes,other,SA,500 - 1000 USD,married,22.0,00601
30.0,8030.0,unknown,critical,yes,3.0,> 7 years,2.0,F,rent,unskilled,57.0,bank,14.0,yes,other,CA,100 - 500 USD,single,23.0,00611
83.0,3262.0,unknown,no credit,yes,2.0,1 - 3 years,0.0,M,rent,unskilled,50.0,none,25.0,no,furniture,AA,100 - 500 USD,single,18.0,00612
80.0,4407.0,unknown,bad,no,2.0,unknown,0.0,F,other,skilled,49.0,bank,8.0,yes,education,AA,< 100 USD,single,22.0,00605
82.0,3907.0,>= 200 USD,critical,no,2.0,unknown,3.0,M,rent,none,61.0,none,14.0,no,car,SA,unknown,married,18.0,00705
33.0,7497.0,unknown,good,no,1.0,1 - 3 years,1.0,M,other,none,52.0,stores,11.0,no,other,SA,500 - 1000 USD,married,22.0,00601
36.0,7259.0,1 - 200 USD,excellent,no,1.0,> 7 years,1.0,F,other,management,65.0,bank,1.0,no,car,CA,>1000 USD,single,12.0,00611
68.0,395.0,>= 200 USD,good,yes,2.0,< 1 year,0.0,M,rent,skilled,23.0,none,2.0,no,education,AA,100 - 500 USD,married,22.0,00603
54.0,1737.0,< 0 USD,critical,no,3.0,> 7 years,3.0,F,own,none,16.0,none,24.0,no,other,BA,>1000 USD,married,2.0,00602
40.0,7826.0,>= 200 USD,excellent,no,1.0,> 7 years,1.0,M,own,none,62.0,stores,19.0,yes,business,AA,< 100 USD,divorced,2.0,00611
85.0,712.0,1 - 200 USD,critical,no,2.0,< 1 year,0.0,F,other,skilled,75.0,bank,9.0,yes,other,SA,>1000 USD,divorced,4.0,00611
46.0,3490.0,unknown,bad,yes,3.0,3 - 5 years,1.0,F,own,skilled,48.0,none,9.0,no,other,CA,100 - 500 USD,single,19.0,00604
83.0,8768.0,< 0 USD,bad,yes,2.0,3 - 5 years,0.0,F,other,unskilled,74.0,bank,4.0,no,business,AA,100 - 500 USD,married,18.0,00610
84.0,1266.0,>= 200 USD,critical,no,3.0,< 1 year,0.0,F,own,none,64.0,bank,11.0,yes,other,BA,unknown,divorced,3.0,00604
32.0,5324.0,unknown,excellent,no,2.0,1 - 3 years,0.0,F,other,management,58.0,none,16.0,yes,furniture,BA,< 100 USD,divorced,24.0,00705
56.0,3516.0,< 0 USD,no credit,no,2.0,< 1 year,0.0,M,other,skilled,49.0,none,19.0,yes,car,AA,unknown,divorced,12.0,00605
80.0,6422.0,unknown,bad,yes,2.0,1 - 3 years,3.0,M,rent,unskilled,9.0,stores,10.0,no,car,AA,unknown,single,4.0,00603
36.0,9877.0,< 0 USD,critical,yes,1.0,1 - 3 years,2.0,F,own,management,34.0,none,24.0,yes,furniture,BA,500 - 1000 USD,single,18.0,00605
24.0,7772.0,unknown,no credit,yes,3.0,< 1 year,2.0,F,other,skilled,31.0,bank,20.0,no,car,SA,unknown,single,3.0,00705
25.0,2963.0,>= 200 USD,no credit,no,2.0,1 - 3 years,2.0,M,own,none,51.0,bank,18.0,yes,education,BA,< 100 USD,single,9.0,00611
62.0,7447.0,>= 200 USD,bad,no,3.0,< 1 year,3.0,F,own,skilled,50.0,stores,1.0,yes,business,CA,100 - 500 USD,married,2.0,00603
55.0,8573.0,< 0 USD,bad,no,2.0,unknown,0.0,F,rent,none,45.0,none,2.0,yes,other,AA,500 - 1000 USD,single,24.0,00602
78.0,8200.0,unknown,bad,no,2.0,< 1 year,1.0,M,rent,unskilled,8.0,stores,20.0,no,education,CA,100 - 500 USD,married,20.0,00605
53.0,5350.0,< 0 USD,no credit,yes,2.0,< 1 year,3.0,M,other,unskilled,68.0,stores,16.0,yes,other,BA,500 - 1000 USD,married,15.0,00612
82.0,6996.0,>= 200 USD,critical,no,3.0,> 7 years,1.0,F,own,none,39.0,bank,1.0,no,business,BA,100 - 500 USD,married,20.0,00605
72.0,9202.0,1 - 200 USD,no credit,no,3.0,1 - 3 years,2.0,F,other,skilled,14.0,stores,10.0,no,education,AA,500 - 1000 USD,divorced,16.0,00604
52.0,7681.0,< 0 USD,critical,no,2.0,1 - 3 years,1.0,F,own,management,25.0,bank,20.0,yes,car,AA,500 - 1000 USD,married,11.0,00605
44.0,8982.0,1 - 200 USD,excellent,no,2.0,3 - 5 years,0.0,F,own,none,34.0,none,9.0,yes,business,CA,500 - 1000 USD,married,4.0,00601
24.0,5697.0,>= 200 USD,bad,no,2.0,< 1 year,1.0,M,own,none,45.0,none,10.0,yes,education,SA,unknown,divorced,15.0,00705
67.0,8155.0,>= 200 USD,excellent,yes,1.0,< 1 year,2.0,F,other,management,45.0,none,23.0,yes,education,SA,100 - 500 USD,single,21.0,00604
60.0,2857.0,< 0 USD,excellent,no,3.0,3 - 5 years,2.0,F,own,none,34.0,stores,11.0,yes,furniture,BA,unknown,divorced,2.0,00605
69.0,5581.0,unknown,no credit,no,1.0,1 - 3 years,2.0,M,own,none,68.0,none,24.0,yes,other,AA,>1000 USD,single,7.0,00601
69.0,6811.0,< 0 USD,good,yes,2.0,< 1 year,0.0,F,rent,none,15.0,bank,22.0,yes,furniture,BA,unknown,divorced,25.0,00611
70.0,8996.0,1 - 200 USD,excellent,no,3.0,3 - 5 years,0.0,F,own,skilled,5.0,none,24.0,no,business,SA,100 - 500 USD,divorced,4.0,00612
23.0,6663.0,1 - 200 USD,excellent,no,1.0,3 - 5 years,1.0,M,other,none,51.0,none,7.0,no,business,SA,unknown,single,19.0,00612
76.0,6874.0,1 - 200 USD,critical,yes,1.0,< 1 year,1.0,F,rent,none,69.0,none,20.0,yes,business,SA,unknown,married,9.0,00601
43.0,7236.0,>= 200 USD,bad,no,1.0,3 - 5 years,2.0,F,other,management,57.0,none,2.0,no,business,SA,< 100 USD,married,4.0,00631
19.0,4313.0,>= 200 USD,bad,no,1.0,> 7 years,3.0,F,own,none,40.0,none,2.0,yes,other,SA,unknown,married,24.0,00611
73.0,6682.0,>= 200 USD,no credit,no,3.0,3 - 5 years,3.0,F,own,skilled,15.0,stores,23.0,no,education,CA,500 - 1000 USD,married,9.0,00610
24.0,7866.0,>= 200 USD,critical,no,1.0,3 - 5 years,1.0,M,other,none,63.0,none,1.0,no,business,CA,unknown,married,2.0,00612
61.0,8609.0,< 0 USD,bad,no,3.0,unknown,3.0,F,rent,none,35.0,none,14.0,yes,education,CA,100 - 500 USD,single,18.0,00631
62.0,1327.0,1 - 200 USD,good,yes,3.0,unknown,3.0,M,rent,none,22.0,bank,25.0,yes,furniture,SA,500 - 1000 USD,divorced,1.0,00605
43.0,3903.0,>= 200 USD,excellent,no,3.0,unknown,2.0,F,other,management,18.0,none,7.0,no,business,AA,500 - 1000 USD,married,13.0,00610
67.0,5518.0,< 0 USD,good,yes,1.0,> 7 years,1.0,M,other,skilled,31.0,none,19.0,no,furniture,SA,< 100 USD,married,15.0,00601
21.0,2364.0,< 0 USD,good,no,3.0,> 7 years,1.0,M,other,management,40.0,none,12.0,no,car,SA,500 - 1000 USD,single,2.0,00612
74.0,4425.0,unknown,good,no,3.0,> 7 years,3.0,M,other,management,75.0,bank,8.0,yes,other,AA,< 100 USD,married,19.0,00611
75.0,4175.0,1 - 200 USD,critical,no,3.0,1 - 3 years,1.0,F,own,unskilled,69.0,none,10.0,yes,business,AA,unknown,married,18.0,00604
65.0,9956.0,>= 200 USD,no credit,yes,1.0,< 1 year,0.0,F,other,skilled,20.0,stores,11.0,yes,car,CA,unknown,married,11.0,00601
19.0,1375.0,1 - 200 USD,excellent,yes,2.0,3 - 5 years,3.0,M,rent,management,59.0,bank,17.0,yes,education,CA,>1000 USD,divorced,14.0,00611
63.0,2913.0,unknown,no credit,yes,1.0,< 1 year,0.0,M,other,management,59.0,stores,3.0,yes,furniture,SA,< 100 USD,married,4.0,00611
63.0,2442.0,unknown,no credit,yes,1.0,> 7 years,3.0,F,other,skilled,52.0,none,4.0,no,car,SA,unknown,divorced,8.0,00602
57.0,5716.0,unknown,good,yes,2.0,1 - 3 years,0.0,F,own,none,5.0,none,25.0,no,other,AA,500 - 1000 USD,married,2.0,00602
71.0,7694.0,unknown,bad,yes,2.0,> 7 years,2.0,F,own,none,40.0,stores,12.0,no,other,CA,< 100 USD,divorced,3.0,00612
23.0,582.0,1 - 200 USD,good,yes,1.0,< 1 year,3.0,F,rent,unskilled,4.0,stores,1.0,yes,business,CA,unknown,divorced,24.0,00631
49.0,7898.0,< 0 USD,bad,no,1.0,< 1 year,0.0,M,other,unskilled,40.0,stores,15.0,no,business,AA,100 - 500 USD,divorced,14.0,00604
83.0,5417.0,>= 200 USD,no credit,no,1.0,< 1 year,1.0,M,other,skilled,71.0,none,5.0,no,education,CA,>1000 USD,single,12.0,00610
29.0,9678.0,unknown,good,yes,3.0,< 1 year,3.0,M,rent,none,58.0,bank,19.0,yes,business,BA,unknown,married,10.0,00601
47.0,5559.0,unknown,excellent,yes,2.0,< 1 year,3.0,M,own,unskilled,50.0,stores,23.0,yes,car,BA,100 - 500 USD,divorced,7.0,00612
67.0,7858.0,1 - 200 USD,critical,yes,3.0,> 7 years,0.0,F,rent,none,54.0,bank,22.0,yes,business,BA,500 - 1000 USD,divorced,12.0,00610
63.0,7860.0,unknown,critical,no,2.0,> 7 years,0.0,M,other,management,10.0,none,6.0,no,car,AA,unknown,single,8.0,00602
53.0,3652.0,1 - 200 USD,critical,no,2.0,unknown,2.0,F,own,unskilled,1.0,stores,1.0,yes,furniture,BA,500 - 1000 USD,married,5.0,00610
74.0,6436.0,>= 200 USD,good,yes,1.0,1 - 3 years,1.0,M,own,none,28.0,stores,5.0,no,business,BA,>1000 USD,divorced,13.0,00604
21.0,5135.0,1 - 200 USD,critical,yes,1.0,unknown,2.0,F,other,skilled,30.0,none,13.0,yes,education,BA,>1000 USD,married,2.0,00611
23.0,7030.0,unknown,bad,yes,1.0,unknown,0.0,F,other,unskilled,38.0,none,7.0,no,other,AA,< 100 USD,married,7.0,00612
36.0,4016.0,< 0 USD,bad,yes,2.0,< 1 year,0.0,F,rent,skilled,62.0,none,12.0,yes,education,BA,100 - 500 USD,single,23.0,00604
63.0,6066.0,1 - 200 USD,excellent,yes,3.0,> 7 years,3.0,F,other,unskilled,67.0,stores,22.0,yes,car,AA,100 - 500 USD,single,22.0,00611
38.0,2022.0,1 - 200 USD,critical,yes,3.0,> 7 years,0.0,M,own,skilled,2.0,bank,25.0,yes,car,CA,100 - 500 USD,single,4.0,00605
37.0,5602.0,1 - 200 USD,no credit,yes,1.0,3 - 5 years,3.0,F,own,skilled,73.0,stores,13.0,no,education,CA,500 - 1000 USD,married,17.0,00604
62.0,6175.0,1 - 200 USD,no credit,no,1.0,> 7 years,0.0,F,rent,management,13.0,stores,12.0,no,other,BA,>1000 USD,divorced,9.0,00601
38.0,4800.0,>= 200 USD,excellent,no,3.0,1 - 3 years,0.0,M,other,none,74.0,none,18.0,yes,furniture,CA,500 - 1000 USD,married,3.0,00705
63.0,3695.0,< 0 USD,bad,yes,1.0,1 - 3 years,0.0,M,rent,skilled,6.0,none,17.0,yes,furniture,SA,100 - 500 USD,single,10.0,00631
31.0,5302.0,unknown,critical,yes,1.0,> 7 years,1.0,M,rent,none,42.0,bank,11.0,yes,car,BA,500 - 1000 USD,divorced,6.0,00602
26.0,6497.0,>= 200 USD,excellent,yes,2.0,1 - 3 years,1.0,M,own,management,16.0,stores,11.0,yes,car,CA,500 - 1000 USD,divorced,18.0,00611
57.0,9569.0,< 0 USD,good,no,3.0,1 - 3 years,3.0,M,own,unskilled,71.0,none,9.0,no,business,SA,unknown,divorced,3.0,00611
63.0,7404.0,unknown,good,yes,3.0,1 - 3 years,3.0,F,rent,unskilled,60.0,stores,6.0,no,furniture,BA,< 100 USD,single,7.0,00705
83.0,667.0,>= 200 USD,no credit,no,1.0,1 - 3 years,0.0,F,own,unskilled,33.0,bank,25.0,yes,other,CA,< 100 USD,married,18.0,00611
60.0,7290.0,< 0 USD,no credit,yes,2.0,> 7 years,2.0,M,rent,skilled,45.0,none,13.0,no,furniture,BA,>1000 USD,married,9.0,00612
69.0,8245.0,unknown,good,no,2.0,3 - 5 years,2.0,F,other,none,13.0,stores,1.0,no,furniture,SA,500 - 1000 USD,single,13.0,00603
22.0,8912.0,unknown,bad,no,1.0,1 - 3 years,1.0,M,other,management,43.0,none,6.0,yes,education,AA,< 100 USD,married,23.0,00631
81.0,2034.0,unknown,critical,no,1.0,< 1 year,3.0,M,rent,management,12.0,bank,24.0,yes,other,AA,>1000 USD,single,3.0,00603
27.0,4929.0,1 - 200 USD,excellent,no,2.0,< 1 year,0.0,F,rent,none,8.0,none,8.0,yes,furniture,SA,>1000 USD,divorced,20.0,00612
